User,Tweet,Left
@juanrallo,"('marxista', 'echar', 'cálculo', 'mirar él', 'estadística', 'y', 'salir', 'porcentaje', 'pib', 'distribuir', 'vía', 'retribución', 'a', 'trabajador', 'españa', 'y', 'estonia', 'fuente', 'eurostat')",0
@juanrallo,"('discutible', 'históricamente', 'discutible', 'presión', 'ejercer', 'clase', 'capitalista', 'reclamar', 'arancel', 'clase')",0
@juanrallo,"('incorrecto', 'porcentaje', 'renta', 'salarial', 'pib')",0
@juanrallo,"('oprimir', 'a', 'liberal', 'deje', 'inventar')",0
@juanrallo,"('hacer', 'obrero', 'hacer', 'clase', 'discutible')",0
@juanrallo,"('teorización', 'clase', 'social', 'y', 'implicar')",0
@juanrallo,"('puro', 'invención', 'comunista', 'deshonesto', 'per', 'comunista', 'honesto', 'y', 'equivocado')",0
@juanrallo,"('falso', 'grupo', 'cometer', 'injusticia', 'y', 'cometer', 'cometer', 'liberal')",0
@juanrallo,"('descripción', 'contenido', 'idea', 'liberal', 'forma', 'aplicar él', 'diverso', 'idealmente', 'aceptación', 'social', 'mayoritario')",0
@juanrallo,"('forma', 'estratificar', 'socialmente', 'y', 'necesariamente', 'cumplir', 'característica', 'anterior')",0
@juanrallo,"('calificar', 'a', 'alguien', 'pacífico', 'agresor', 'autolegitimar él', 'a', 'agredir él', 'provocar', 'e', 'iniciar', 'conflicto')",0
@juanrallo,"('ahorrar', 'ingreso', 'salarial', 'y', 'montar', 'empresa', 'a', 'agredir')",0
@juanrallo,"('legítimo', 'defensa', 'frente', 'a', 'agresión', 'previo', 'alguien', 'legítimo', 'defensa')",0
@juanrallo,"('liberalismo', 'ética', 'minimalista', 'solucionar', 'problema', 'social', 'superior', 'a', 'ética', 'respeto', 'apartado', 'y', 'liberalismo', 'grupo', 'conjunto', 'idea')",0
@juanrallo,"('totum', 'revolutum', 'grupo', 'institución', 'oprimir', 'a', 'mundo', 'a', 'liberal', 'político', 'mirar', 'interés', 'mundo', 'liberal', 'distintivo', 'político')",0
@juanrallo,"('referir', 'estancamiento', 'económico', 'español', 'frente', 'dinamismo', 'estonio')",0
@juanrallo,"('clase', 'obrero', 'ubicar', 'a', 'vanguardia', 'revolución', 'y', 'poner', 'a', 'historia', 'traer', 'sociedad', 'clase', 'superioridad', 'marx', 'teórico', 'fraternidad', 'conflicto', 'social')",0
@juanrallo,"('economista', 'burgués', 'naturalizar', 'capitalismo', 'y', 'ocultar', 'auténtico', 'trasfondo', 'relación', 'social', 'producción', 'desconfianza', 'burgués', 'usar', 'violencia', 'estatal', 'impedir', 'emancipación', 'clase', 'obrero', 'vulnerabilidad')",0
@juanrallo,"('marxismo', 'división', 'clase', 'social', 'cumplir', 'clase', 'burgués', 'explotar', 'a', 'proletario', 'injusticia', 'clase', 'proletario', 'carecer', 'medio', 'producción', 'y', 'ver', 'forzado', 'a', 'vender', 'fuerza', 'indefensión')",0
@juanrallo,"('rato', 'estar', 'hablar', 'fuerte', 'subida', 'precio', 'luz')",0
@juanrallo,"('creer', 'leer', 'barbaridad', 'mayor', 'y', 'irónico')",0
@juanrallo,"('caso', 'hacer')",0
@juanrallo,"('disculpe', 'identificar', 'ironía', 'pasar', 'test', 'turing', 'ideológico')",0
@juanrallo,"('nota', 'tuit', 'original', 'dar', 'réplica', 'irónico', 'caso', 'dejar', 'tuit', 'información', 'valioso', 'creer', 'prosperar')",0
@juanrallo,"('establecer', 'desmentir', 'a', 'establecer', 'tipo', 'causa', 'efecto', 'causa', 'falso', 'argumento', 'desmentir', 'causa', 'efecto', 'mencionar')",0
@juanrallo,"('animo',)",0
@juanrallo,"('tipo', 'sociedad', 'estonia', 'españa', 'tipo', 'máximo', 'irpf', 'estonia', 'españa')",0
@juanrallo,"('desigualdad', 'renta', 'estonia', 'inferior', 'a', 'españa')",0
@juanrallo,"('y', 'a')",0
@juanrallo,"('entrevista', 'propuesta', 'imprimir', 'billete', 'financiar', 'gobierno', 'gustavo', 'petro')",0
@juanrallo,"('pib', 'per', 'capita', 'estonia', 'ajustado', 'adquisitivo', 'superar', 'españa', 'y', 'estonio', 'sacar', 'comprensible', 'pecho')",0
@juanrallo,"('violencia', 'injustificable', 'violencia')",0
@juanrallo,"('nulo', 'emitir', 'deuda', 'a', 'corto', 'plazo', 'equivalente', 'a', 'emitir', 'moneda', 'y', 'haber', 'inflación', 'determinado', 'límite', 'impresión')",0
@juanrallo,"('atentamente', 'doctor', 'economía', 'español')",0
@juanrallo,"('celebrar', 'reconocer', 'trino', 'réplica', 'acusar', 'injustamente', 'mentir', 'acabar', 'defender', 'impresión', 'trino', 'desacertado', 'templanza', 'cualidad', 'deber', 'cultivar', 'aspirante', 'a', 'presidente')",0
@juanrallo,"('proclamado', 'entusiasmo', 'teoría', 'cuantitativo', 'dinero', 'antojar', 'incoherente', 'igualmente', 'proclamado', 'entusiasmo', 'impresión', 'monetario', 'tiempo', 'pandemia', 'o', 'forma', 'novedoso', 'financiar', 'transición', 'ecológico')",0
@juanrallo,"('decir', 'neoliberal', 'hayek', 'ser', 'dañino', 'olvidar yo', 'intuición', 'arrojar', 'teoría', 'cuantitativo', 'dinero', 'a', 'abusar', 'políticamente', 'emisión', 'monetario', 'destruir', 'moneda', 'comprar', 'tesis', 'neoliberal')",0
@juanrallo,"('caso', 'celebrar', 'abrazar', 'teoría', 'cuantitativo', 'dinero', 'teoría', 'creer', 'imprimir', 'dinero', 'generar', 'inflación', 'a', 'plazo', 'propenso', 'a', 'caer', 'veleidad', 'destruir', 'a', 'tanto', 'país')",0
@juanrallo,"('moneda', 'cuyo', 'demanda', 'global', 'alto', 'peso', 'colombiano', 'necesario', 'alto', 'interés', 'deuda', 'y', 'caso', 'imprimir', 'tiempo', 'pandemia', 'inflacionario', 'y', 'inflación', 'impuesto', 'deshonesto')",0
@juanrallo,"('punto', 'demanda', 'global', 'divisa', 'alto', 'país', 'imprimir', 'limitadamente', 'generar', 'inflación', 'volver', 'a', 'mv', 'pq', 'v', 'moneda', 'caer', 'alto', 'demanda', 'dinero', 'm', 'aumentar', 'afectar', 'a', 'pq')",0
@juanrallo,"('argumento', 'exactamente', 'keyn', 'o', 'keynes', 'describir', 'a', 'ecuación', 'cuantitativo', 'dinero', 'mv', 'pq', 'keynes', 'decir', 'crisis', 'm', 'dar', 'a', 'q', 'y', 'p', 'subir', 'punto')",0
@juanrallo,"('país', 'financiar él', 'a', 'tipo', 'interés', 'fuerte', 'demanda', 'global', 'necesitar', 'imprimir', 'y', 'querer', 'imprimir', 'financiar', 'a', 'tipo', 'interés', 'alto', 'bajo', 'demanda', 'pasivo', 'imprimir', 'dañar', 'moneda')",0
@juanrallo,"('sacar', 'atacar', 'propuesta', 'a', 'duque', 'criticar', 'idea', 'imprimir', 'moneda', 'contexto', 'actual', 'gasto', 'extraordinario', 'atender', 'imprimir', 'moneda', 'fuerte', 'demanda', 'global', 'peso', 'colombiano', 'solución')",0
@juanrallo,"('crítica', 'propuesta', 'infundado', 'ocasión', 'amagar', 'imprimir', 'y', 'exponer', 'serio', 'problema', 'tener', 'medida', 'rechazar', 'imprimir', 'rechazar', 'imprimir', 'obviamente')",0
@juanrallo,"('estimado', 'senador', 'decir', 'vídeo', 'mantener', 'doble', 'discurso', 'y', 'auditorio', 'ocasión', 'imprimir', 'y', 'ocasión', 'tener', 'sentido', 'financiar', 'panel', 'solar', 'y', 'fibra', 'óptico', 'imprimir', 'peso')",0
@juanrallo,"('ser él', 'racismo')",0
@juanrallo,"('hablar', 'dólar', 'patrimonio', 'y', 'seguir', 'hablar', 'renta')",0
@juanrallo,"('incitar', 'reclamar', 'clase', 'trabajador', 'adquirir', 'conciencia', 'librar', 'batalla')",0
@juanrallo,"('reiterar', 'venir', 'crítica', 'a', 'tema', 'explicar', 'equivocar', 'y', 'cambiar', 'tema', 'a', 'relacionado', 'inicial')",0
@juanrallo,"('haber', 'crítica', 'específico', 'y', 'salir', 'petenera')",0
@juanrallo,"('renta', 'pib', 'y', 'riqueza')",0
@juanrallo,"('riqueza', 'confundir', 'riqueza', 'renta', 'y', 'dato', 'eeuu')",0
@juanrallo,"('calificar', 'fraternal', 'texto', 'liberal', 'o', 'hacer', 'llamamiento', 'a', 'violencia', 'creer', 'violencia', 'justificado', 'alguien', 'antagonismo', 'clase', 'motor', 'historia', 'calificar', 'fraternal', 'absurdo')",0
@juanrallo,"('pobreza', 'extremo', 'patrimonio', 'ciudadano')",0
@juanrallo,(),0
@juanrallo,"('central', 'cobrar', 'precio', 'independencia', 'solicitar')",0
@juanrallo,"('revisión', 'par', 'funcionar', 'integridad', 'académico', 'caso', 'contrario', 'terminar', 'convertir él', 'secta', 'dirigido', 'a', 'amplificar', 'bulo')",0
@juanrallo,(),0
@juanrallo,"('y', 'claridad', 'ver', 'entender')",0
@juanrallo,"('parte', 'malo', 'comprensión', 'marxista', 'relación', 'cooperativo')",0
@juanrallo,"('predicar', 'teoría', 'fraternidad', 'social', 'conflicto', 'permanente')",0
@juanrallo,"('forma', 'comportar', 'a', 'b', 'y', 'a', 'sistema', 'financiero', 'efecto', 'a', 'b', 'y', 'viceversa', 'recibir', 'a', 'y', 'querer', 'b', 'convertir', 'a', 'b', 'recibir', 'b', 'y', 'querer', 'a', 'convertir', 'b')",0
@juanrallo,"('explotación', 'querer')",0
@juanrallo,"('describir', 'a', 'burguesía', 'fraterno')",0
@juanrallo,"('especulación', 'poder', 'transformar', 'renta', 'periódico', 'pago', 'unico', 'efecto', 'recibir', 'renta', 'periódico', 'igual', 'a', 'recibir', 'pago', 'unico', 'querer', 'recibir')",0
@juanrallo,"('tema', 'coincidir', 'siquiera', 'explotación', 'difícil', 'calificar él', 'injusticia', 'marx', 'calificar', 'injusticia', 'acorde', 'orden', 'jurídico', 'burgués', 'y', 'estadio', 'histórico', 'necesario')",0
@juanrallo,"('texto', 'fraternal')",0
@juanrallo,"('fraterna',)",0
@juanrallo,"('error', 'estadístico', 'pago', 'único', 'equivalente', 'a', 'renta', 'periódico', 'financieramente', 'transformar', 'renta', 'periódico', 'pago', 'único')",0
@juanrallo,"('poder', 'encontrar', 'subconjunto', 'poblacional', 'escoria', 'violento', 'fraternidad')",0
@juanrallo,"('hablar', 'fraternidad', 'interno', 'grupo', 'y', 'mencionar', 'explícitamente', 'a', 'nazi', 'único', 'tipo', 'racismo', 'adorar', 'führer', 'obediente', 'nuevamente', 'fraternidad')",0
@juanrallo,"('querer', 'prohibir él', 'a', 'perceptor', 'renta', 'básico', 'endeudar él')",0
@juanrallo,"('basar', 'funcionamiento', 'sistema', 'financiero', 'y', 'hablar', 'caso', 'invalidar', 'conclusión', 'conclusión')",0
@juanrallo,"('diga él él', 'enterar')",0
@juanrallo,"('racista', 'proclamar', 'fraternidad', 'raza', 'y', 'tildacer', 'racismo', 'visión', 'fraterno', 'relación', 'social')",0
@juanrallo,"('siquiera', 'entender', 'describir', 'marx', 'explotación', 'pobre', 'argumento')",0
@juanrallo,"('sinónimo', 'cualquiera', 'repetir', 'desconocer', 'renta', 'periódico', 'hipotecar', 'forma', 'pago', 'único', 'y', 'pago', 'único', 'transformar', 'renta', 'periódico', 'hablar')",0
@juanrallo,"('idea', 'pensamiento', 'marx', 'explotación', 'remunerado', 'plustrabajo', 'y', 'considerar', 'remunerar', 'haber', 'generar', 'hablar')",0
@juanrallo,"('repetir', 'persona', 'pasar', 'a', 'voluntad', 'situación', 'a', 'equivalente')",0
@juanrallo,"('entender', 'teoría', 'explotación', 'derivar', 'teoría')",0
@juanrallo,"('teoría', 'violento', 'quedar', 'grupo', 'calificar él', 'fraternal', 'absurdo')",0
@juanrallo,"('engañar', 'vender', 'fraternidad', 'insistir', 'obrero', 'falso', 'conciencia', 'clase')",0
@juanrallo,"('poder', 'transformar', 'suma', 'fijo', 'pago', 'periódico', 'y', 'poder', 'transformar', 'pago', 'periódico', 'suma', 'fijo')",0
@juanrallo,"('marx', 'conceptualizar', 'mundo', 'real', 'partir', 'malo', 'teoría')",0
@juanrallo,"('suma', 'igual', 'presente', 'renta', 'perpetuo')",0
@juanrallo,"('autor', 'estudio', 'lotería', 'consideras', 'extensibl', 'análisis', 'renta', 'básico', 'hablar')",0
@juanrallo,"('problemático',)",0
@juanrallo,"('suponer', 'describir', 'yolanda', 'díaz')",0
@juanrallo,"('fraternal', 'abrazo', 'inglés')",0
@juanrallo,"('hacer', 'vídeo')",0
@juanrallo,"('seguramente', 'fraternidad', 'ver')",0
@juanrallo,"('apoyar', 'continuidad', 'canal', 'patreon', 'youtube', 'twitch', 'paypal', 'bitcoin')",0
@juanrallo,"('unido', 'proponer', 'crear', 'empresa', 'público', 'electricidad', 'abaratar', 'factura', 'luz', 'realmente', 'medida', 'eficaz', 'lograr', 'español', 'pagar')",0
@juanrallo,"('desacreditar', 'visión', 'marxista', 'sociedad', 'y', 'historia')",0
@juanrallo,"('uníos', 'luchar', 'capitalista', 'fraternal', 'intraclase')",0
@juanrallo,"('suponer', 'entender', 'describir', 'teoría', 'marxista')",0
@juanrallo,"('presuponer', 'violencia', 'institucionalizado')",0
@juanrallo,"('comunista', 'aburguesado', 'defender', 'violencia')",0
@juanrallo,"('cosmovisión', 'marxista', 'chocar', 'capitalismo', 'cosmovisión', 'marxista', 'explicar', 'capitalismo', 'y', 'modo', 'producción', 'base', 'antagonismo', 'clase', 'distinto')",0
@juanrallo,"('conducir', 'a', 'texto', 'significado', 'conjunto')",0
@juanrallo,"('cosmovisión', 'marxista', 'historia', 'antagonismo', 'permanente', 'explotado', 'y', 'explotador', 'y', 'conflicto', 'latente', 'abolición', 'clase', 'social', 'comunismo')",0
@juanrallo,"('siquiera', 'considerar', 'caracterizar')",0
@juanrallo,"('internamente', 'fraternal', 'y', 'enormemente', 'conflictivo', 'obrero', 'obrero', 'terminar', 'desarrollar', 'correcto', 'conciencia', 'clase')",0
@juanrallo,"('literal', 'relación', 'juego', 'suma', 'cero', 'y', 'ganar', 'perder', 'marx', 'necesidad', 'luchar', 'capitalismo', 'y', 'capitalismo')",0
@juanrallo,"('materialización', 'incompatible', 'materializar', 'literalmente', 'objetivo', 'superar', 'antagonismo', 'clase', 'derrocar', 'orden', 'burgués', 'y', 'suprimir', 'propiedad', 'privado', 'medio', 'producción')",0
@juanrallo,"('entender', 'o', 'buscar', 'entender')",0
@juanrallo,"('democristiano',)",0
@juanrallo,"('comunismo', 'internamente', 'coherente', 'cosa', 'externamente', 'coherente', 'realidad')",0
@juanrallo,"('y',)",0
@juanrallo,"('dejar', 'rocambolesco', 'filosofía', 'antagonismo', 'y', 'lucha', 'clase', 'motor', 'historia', 'tildar', 'fraternal')",0
@juanrallo,"('texto', 'fraternal')",0
@juanrallo,(),0
@juanrallo,"('mañana', 'estar', 'plató', 'hablar', 'precio', 'luz', 'y', 'subida', 'smi')",0
@juanrallo,"('justamente', 'estable', 'y', 'subir', 'precio', 'renta', 'disponible', 'caer')",0
@juanrallo,"('irrelevante', 'incrementar', 'sobreproporcionalmente', 'cesta', 'compra', 'dar', 'a', 'redistribución', 'regresivo', 'suceder', 'eeuu')",0
@juanrallo,"('ojalá', 'destrozar')",0
@juanrallo,"('soros', 'patreon')",0
@juanrallo,"('a', 'corto', 'plazo', 'destinar', 'aumento', 'extra', 'recaudación', 'fiscal', 'derecho', 'emisión', 'iva', 'impuesto', 'eléctrico', 'a', 'compensar', 'parte', 'regulado', 'recibo')",0
@juanrallo,"('vea', 'aportar', 'nuclear', 'a', 'generación', 'actual', 'aportar')",0
@juanrallo,"('usar', 'a', 'pleno', 'rendimiento', 'y', 'abaratar')",0
@juanrallo,"('fallar',)",0
@juanrallo,"('tardar', 'construir', 'reactor', 'nuclear', 'coste', 'mwh', 'nuclear', 'construcción', 'componente', 'central', 'nuclear', 'comprar', 'a')",0
@juanrallo,"('inútil', 'resolver', 'encarecimiento', 'actual', 'electricidad')",0
@juanrallo,"('carbón', 'generación', 'eléctrico', 'irrelevante')",0
@juanrallo,"('proponer',)",0
@juanrallo,"('mercantilismo', 'tipo', 'capitalismo', 'liberal')",0
@juanrallo,"('a', 'entrevistar')",0
@juanrallo,"('cara', 'ventaja')",0
@juanrallo,"('financiado', 'defecto', 'expresar', 'opción', 'salir tú')",0
@juanrallo,"('apoyar', 'continuidad', 'canal', 'patreon', 'youtube', 'twitch', 'paypal', 'bitcoin')",0
@juanrallo,"('frente', 'encarecimiento', 'factura', 'eléctrico', 'vox', 'proponer', 'energía', 'español', 'solución', 'problema')",0
@juanrallo,"('estar', 'cubierto', 'servicio', 'estatal', 'y', 'querer', 'desenganchar tú', 'a', 'cambio', 'ahorrar tú', 'proporcional', 'coste', 'a', 'estar', 'cubierto', 'haber', 'devengar', 'obligación', 'fiscal')",0
@juanrallo,"('cambiar', 'término')",0
@juanrallo,"('obvio',)",0
@juanrallo,"('deber', 'expuesto', 'a', 'robar', 'o', 'agredar', 'pagar')",0
@juanrallo,"('pagar', 'cuestión', 'valorar', 'defensa', 'pago', 'y', 'preferir', 'pagar', 'a', 'recibir', 'defensa', 'problema', 'epistémico', 'caso')",0
@juanrallo,"('único', 'capturar', 'capital', 'tendrías', 'eliminar', 'influencia')",0
@juanrallo,"('efecto', 'impuesto', 'y', 'establecimiento', 'peaje')",0
@juanrallo,"('persona', 'genuino', 'anti', 'defensa', 'deber', 'cobrar él él', 'siquiera', 'teoría', 'óptimo', 'provisión', 'bien', 'público', 'deber', 'cosa', 'quedar', 'a', 'intemperie', 'frente', 'a', 'agresión', 'interno', 'y', 'externo')",0
@juanrallo,"('impedir', 'capital', 'legislar', 'subvención', 'favor', 'impedir', 'conceder', 'subvención')",0
@juanrallo,"('depender', 'capacidad', 'legislativo', 'mínimo', 'reducto', 'competencial', 'caso')",0
@juanrallo,"('cuestión', 'preferir', 'suministrable', 'margen', 'defensa', 'sobrar')",0
@juanrallo,"('o', 'decir', 'capturable', 'competencia')",0
@juanrallo,"('capturabl', 'tener')",0
@juanrallo,"('carecer', 'competencia')",0
@juanrallo,"('hablar', 'implicación', 'socialismo', 'teórico', 'aparte', 'socialismo', 'real')",0
@juanrallo,"('empresario', 'decir', 'a', 'llegar', 'beneficiar él', 'a', 'mercantilista', 'decir', 'propuesta', 'consistir', 'reducir', 'instrumentar él', 'favor')",0
@juanrallo,"('dejar', 'expropiar él él', 'fuerza', 'y', 'consentimiento')",0
@juanrallo,"('justamente', 'mercantilismo', 'liberalismo', 'económico', 'smith', 'nacer', 'mercantilismo')",0
@juanrallo,"('mercantilismo', 'sistema', 'económico', 'toma', 'corporación', 'mercantil', 'época')",0
@juanrallo,"('defina', 'relevante', 'estar', 'hablar', 'a', 'informe', 'banco', 'españa', 'pérdida', 'persona', 'nota', 'persona', 'empleado', 'españa', 'haber', 'alternativamente')",0
@juanrallo,"('controlado', 'españa')",0
@juanrallo,"('o', 'entender', 'entender')",0
@juanrallo,"('llamar', 'mercantilismo', 'sorpresa', 'entregar él', 'a', 'empresario', 'reducir', 'tamaño', 'y', 'competencia', 'y', 'devolver él', 'a', 'ciudadano')",0
@juanrallo,"('portugal', 'paga', 'comparar', 'smi', 'país', 'ser', 'tramposo')",0
@juanrallo,"('probablemente', 'autocorrector')",0
@juanrallo,"('y', 'subida', 'smi', 'destruir', 'a', 'supuestamente', 'beneficiar')",0
@juanrallo,"('ximo', 'puig', 'llorar')",0
@juanrallo,(),0
@juanrallo,"('y', 'haber', 'habrías', 'discurso')",0
@juanrallo,"('noticia', 'gobierno', 'valenciano', 'y', 'gobierno', 'catalán', 'dejar', 'llorar', 'insoportable', 'dumping', 'fiscal', 'ejercer', 'madrid', 'o', 'suceder')",0
@juanrallo,"('dejar', 'llorar', 'dumping', 'fiscal', 'madrid')",0
@juanrallo,"('arbitraje',)",0
@juanrallo,"('político', 'deber', 'escoger', 'a', 'político', 'a', 'juez')",0
@juanrallo,(),0
@juanrallo,"('y', 'a', 'dueño', 'pyme', 'ingreso', 'neto', 'inferior', 'a', 'hogar', 'cobrar', 'smi', 'política', 'redistributivamente', 'regresivo')",0
@juanrallo,"('perjudicar', 'término', 'neto', 'a', 'pobre')",0
@juanrallo,"('a', 'costa', 'subir él', 'precio', 'a', 'consumidor', 'ingresar', 'mensualmente', 'smi', 'jornada', 'completo')",0
@juanrallo,"('españa', 'doce', 'paga')",0
@juanrallo,(),0
@juanrallo,"('y', 'tener', 'smi', 'reducido', 'portugal', 'subir', 'nivel', 'españa', 'gobierno', 'socialista', 'portugal', 'gente', 'morir')",0
@juanrallo,"('apoyar', 'continuidad', 'canal', 'patreon', 'youtube', 'twitch', 'paypal', 'bitcoin')",0
@juanrallo,"('ayuso', 'prometer', 'eliminar', 'tributo', 'comunidad', 'madrid', 'rebaja', 'fiscal', 'relevante', 'o', 'simple', 'anuncio', 'demasiado', 'repercusión', 'práctico')",0
@juanrallo,"('consuelo', 'parado')",0
@juanrallo,"('y', 'incompatible', 'subida', 'smi', 'destruir', 'e', 'impedir', 'o', 'creación', 'especialmente', 'joven', 'seguir', 'torpe', 'lógica', 'a', 'gustar', 'joven', 'encontrar', 'subir', 'nivel', 'gonzalo')",0
@juanrallo,"('caber', 'considerar', 'posibilidad', 'joven', 'criticar', 'llegar', 'a', 'cobrar', 'salario', 'justamente', 'culpa', 'smi')",0
@juanrallo,"('sectario', 'temer', 'problema', 'comentar', 'dato', 'epa', 'trimestre')",0
@juanrallo,(),0
@juanrallo,(),0
@juanrallo,"('a', 'uribismo', 'a', 'ganar', 'preocupar', 'o', 'mala', 'política', 'aplicar', 'ganar', 'petro', 'y', 'aplicar', 'política', 'y', 'fabuloso')",0
@juanrallo,"('ofrecer él', 'conversación', 'interesante', 'estar', 'leer', 'twitter', 'mercado', 'amigo')",0
@juanrallo,"('y', 'totally', 'thanks')",0
@juanrallo,"('intervención', 'política', 'extranjero', 'palabra', 'y', 'persuasión', 'propuesta', 'debeer', 'mantener yo', 'censurado', 'hablar', 'público', 'determinado', 'tema', 'socavar', 'conquista', 'determinado', 'político', 'afín')",0
@juanrallo,"('interacción', 'monetizar')",0
@juanrallo,"('seguidor', 'facebook', 'gracias')",0
@juanrallo,"('ojo',)",0
@juanrallo,"('correcto',)",0
@juanrallo,"('país', 'criticar', 'ande', 'tranquilo')",0
@juanrallo,"('interesante', 'causado', 'pausa', 'engel', 'revolución', 'industrial', 'inglés', 'sobregasto', 'y', 'sobreendeudamiento', 'guerra', 'francia')",0
@juanrallo,"('proponer', 'petro', 'imprimir', 'a', 'fecha', 'agosto', 'proponer', 'imprimir', 'financiar', 'transición', 'ecológico')",0
@juanrallo,"('corrompar',)",0
@juanrallo,"('próximo', 'vea él', 'vídeo', 'comentar él')",0
@juanrallo,"('activo', 'banco', 'central', 'y', 'pasivo', 'banco', 'central', 'pasivo', 'reserva', 'recibir', 'banco', 'activo', 'a', 'cambio', 'obligación', 'devolver él', 'pasivo', 'banco', 'comercial')",0
@juanrallo,"('respetar', 'pueblo', 'colombiano', 'abstener yo', 'a', 'criticar', 'a', 'petro', 'pueblo', 'colombiano', 'suficientemente', 'maduro', 'digerir', 'y', 'enjuiciar', 'opinión')",0
@juanrallo,"('a', 'momento', 'crítico', 'criticar', 'a', 'petro')",0
@juanrallo,"('estar', 'listo', 'dar', 'confeír')",0
@juanrallo,"('apoyar', 'continuidad', 'canal', 'patreon', 'youtube', 'twitch', 'paypal', 'bitcoin')",0
@juanrallo,"('gustavo', 'petro', 'responder', 'a', 'vídeo', 'negar', 'proponer', 'imprimir', 'moneda', 'financiar', 'gobierno', 'senador', 'colombiano', 'decir', 'g')",0
@juanrallo,(),0
@juanrallo,"('mencionar', 'absolutamente', 'irrelevante', 'juzgar', 'argumento', 'vídeo', 'correcto', 'o', 'ataque', 'personal', 'simplón', 'y', 'argumento', 'fondo')",0
@juanrallo,"('tener', 'papers', 'distinto', 'y', 'conclusión', 'idéntico', 'oferta', 'y', 'desvío', 'demanda', 'a', 'ciudad', 'adyacente')",0
@juanrallo,"('terminar', 'agosto', 'comenzar', 'cuatrimestre', 'cargado', 'clase', 'seguir', 'pie', 'cañón')",0
@juanrallo,"('tema', 'agolpamiento', 'tanto', 'gente', 'único', 'piso', 'síntoma', 'carestía')",0
@juanrallo,"('reducir', 'oferta', 'reducir', 'accesibilidad')",0
@juanrallo,"('reducción', 'anuncio', 'y', 'trasvase', 'demanda', 'a', 'ciudad', 'adyacente', 'dificultad', 'alquilar', 'berlín')",0
@juanrallo,"('artículo', 'enlazar', 'y', 'resumir', 'paper', 'alemán', 'preferible', 'resumen', 'inglés')",0
@juanrallo,(),0
@juanrallo,"('fuerte', 'carestía', 'vivienda')",0
@juanrallo,"('desequilibrio', 'oferta', 'y', 'demanda', 'y', 'cola', 'control', 'alquiler', 'y', 'forma', 'intervencionismo', 'nefasto', 'explicar', 'control', 'alquiler', 'perpetuar', 'y', 'agravar', 'cola')",0
@juanrallo,"('pretender', 'negar', 'cola', 'desequilibrio', 'oferta', 'y', 'demanda', 'vivienda', 'alemania', 'y', 'berlín', 'control', 'alquiler', 'alemania', 'y', 'berlín', 'agravar', 'evidencia', 'claro')",0
@juanrallo,"('y',)",0
@juanrallo,"('defender', 'actual', 'gobierno')",0
@juanrallo,(),0
@juanrallo,"('estudiar',)",0
@juanrallo,"('defender', 'mes', 'y', 'defender')",0
@juanrallo,"('resultar', 'financiar él', 'imprimir', 'peso', 'jamás', 'escuchar', 'y', 'gasto', 'sufragar', 'subir', 'impuesto', 'a', 'rico')",0
@juanrallo,"('senador', 'gustavo', 'petro', 'celebrar', 'estar', 'empezar', 'a', 'marcha', 'atrás', 'nefasto', 'idea', 'imprimir', 'peso', 'colombiano', 'financiar', 'gobierno', 'comience', 'tuit', 'contener', 'idea', 'imprimir', 'mes')",0
@juanrallo,"('inducir', 'sector', 'privado', 'a', 'invertir')",0
@juanrallo,"('apoyar', 'continuidad', 'canal', 'patreon', 'youtube', 'twitch', 'paypal', 'bitcoin')",0
@juanrallo,"('gustavo', 'petro', 'encabezar', 'encuesta', 'presidir', 'colombia', 'y', 'propuesta', 'estrella', 'imprimir', 'moneda', 'financiar', 'gobierno', 'ser', 'efecto', 'propuesta')",0
@juanrallo,"('demanda', 'depender', 'estabilidad', 'esperado')",0
@juanrallo,"('tomar', 'dato', 'actual', 'erróneo')",0
@juanrallo,"('y', 'gobernar', 'psoe')",0
@juanrallo,"('dato', 'y', 'densidad', 'mínimo', 'allá', 'demandar', 'vivienda')",0
@juanrallo,"('similar', 'durar', 'tanto', 'año', 'estafa')",0
@juanrallo,"('déficit', 'tarifa', 'consecuencia', 'imponer', 'época', 'aznar', 'precio', 'artificialmente', 'consumidor', 'cubrir', 'coste', 'subsidio', 'a', 'consumidor', 'época', 'a', 'costa', 'consumidor', 'actual')",0
@juanrallo,"('tener', 'referencia')",0
@juanrallo,"('país', 'moneda', 'fuerte', 'e', 'internacionalmente', 'demandado', 'peso', 'colombiano', 'moneda', 'fuerte', 'e', 'internacionalmente', 'demandado')",0
@juanrallo,"('absoluto', 'suficiente', 'vivienda', 'problema')",0
@juanrallo,"('humo', 'mentalizar', 'a', 'población', 'a', 'o')",0
@juanrallo,"('consenso', 'imponer')",0
@juanrallo,"('cumplir', 'y')",0
@juanrallo,(),0
@juanrallo,"('peaje',)",0
@juanrallo,"('peaje', 'malo', 'idea', 'deber', 'rebajar', 'paralelo', 'muchísimos', 'impuesto', 'millón', 'euros', 'anual', 'recaer', 'vehículo', 'caso', 'contrario', 'subida', 'impuesto')",0
@juanrallo,"('prisa', 'y', 'ir', 'a', 'imponer', 'consensuar', 'mentir', 'compromiso', 'gobierno', 'firmar', 'bruselas')",0
@juanrallo,"('ayuntamiento', 'ir', 'soltar', 'suelo', 'previamente', 'retenido', 'lucrar él', 'plusvalía', 'depender', 'ayuntamiento')",0
@juanrallo,"('m',)",0
